ticket_id,rsltn_type,rsltn_status,rsltn_date,rsltn_byuser,rsltn_servicedate,rsltn_servicennumber,rsltn_eta,rsltn_etd,rsltn_inspection,rsltn_actiontaken,rsltn_actionmethod,current_nex,rsltn_planning,rsltn_remark
1004-53(L),,,2010-04-13 16:01:30,SUZIE,,,,,,Call ADUKOM and status inform to Zana. Task escarlate.,,Next Action Plan :,,
1004-53(L),,,2010-04-13 15:51:46,SUZIE,,,,,,"Call general line and confirm status with En Hisham, he pass to Kak Rogayah. As explain, found this pc was from small PC supplied by IRIS (before this used for encoding). Usually this pc attached with RTE8000 but to speed up QA process, this pc attached to jarfalla. Error ""URUSNIAGA DI LUAR TALIAN"" occur, restart doesn't help.",,Next Action Plan :,,
1004-53(L),,,2010-04-13 15:50:26,SUZIE,,,,,,Received call from Najib inform user report - PC MRZ fail to print.,,Next Action Plan :,,
1004-51(L),,,2010-04-13 16:06:51,NIK,,,,,,Update status with ADUKOM Herman.,,Next Action Plan :,,
1004-51(L),,,2010-04-13 16:03:27,NIK,,,,,,Call Maria on site. He arrived at site around 14:45hrs. Now still repair windows. If cannot repair she will ghost.,,Next Action Plan :,,
1004-23(O),,,2010-04-13 14:28:05,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-24(L),,,2010-04-13 14:27:53,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-25(L),,,2010-04-13 14:27:40,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-32(L),,,2010-04-13 14:27:26,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-35(L),,,2010-04-13 14:27:14,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-38(L),,,2010-04-13 14:26:59,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-39(L),,,2010-04-13 14:26:48,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-43(L),,,2010-04-13 14:26:36,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-44(L),,,2010-04-13 14:26:25,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-47(L),,,2010-04-13 14:26:11,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-49(L),,,2010-04-13 14:26:00,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-50(L),,,2010-04-13 14:25:36,NIK,,,,,,Call ADUKOM. Log close with Saufi.,,Next Action Plan :,,
1004-45(L),,,2010-04-13 14:06:39,NIK,,,,,,"Call user. Spoke with pn Maziah. For today, start from the time sufian guide user to replace training file yesterday until now, no problem occur anymore. Log allow to close for this moment. She will report back if problem occur again.",,Next Action Plan :,,
1004-52(L),,,2010-04-13 14:02:55,NIK,,,,,,Call user. Spoke with Zaki. Now printer ok. No problem anymore. Log allow to close.,,Next Action Plan :,,
1004-52(L),,,2010-04-13 11:10:11,NIK,,,,,,Call user spoke with Zaki. Still doing it. He ask to call back after lunch hour.,,Next Action Plan :,,
1004-52(L),,,2010-04-13 10:47:30,NIK,,,,,,Call user. Spoke with Zaki. He alreday do SP1 PLATEN but still not tets yet. He ask to call back.,,Next Action Plan :,,
1004-52(L),,,2010-04-13 10:38:29,NIK,,,,,,Received call from Zaki. Problem dislocation. He already clean platen roller and orange roller but still not ok. Ask user to do SP1 platen. User will do first.,,Next Action Plan :,,
1004-51(L),,,2010-04-13 13:00:24,NIK,,,,,,Maria out from office to the site.,,Next Action Plan :,,
1004-51(L),,,2010-04-13 12:17:38,NIK,,,,,,User try to copy and paste the JIM folder into drive R: and restart PC but still not ok.,,Next Action Plan :,,
1004-51(L),,,2010-04-13 12:01:18,NIK,,,,,,Call Amin. But he dont have pendrive or anything that can use to transfer the folder.,,Next Action Plan :,,
1004-51(L),,,2010-04-13 11:45:36,NIK,,,,,,Maria check with Faizal. Advise user to copy JIM folder from other PC Imbasan.,,Next Action Plan :,,
1004-51(L),,,2010-04-13 11:29:37,NIK,,,,,,"Call Amin. He explained. If he enter abort, joblist failed to enter in joblist and menu imbasan will auto close.",,Next Action Plan :,,
1004-51(L),,,2010-04-13 11:15:52,NIK,,,,,,Ask maria. She advise to enter abort.,,Next Action Plan :,,
1004-51(L),,,2010-04-13 10:38:44,NIK,,,,,,"Call Amin. He explained, when capture image and kemaskini, error appear.
Microsoft debug library C++:
debug error:
program: c:jum in    xxdvr22.exe
module:
File: i386chkest.c
line: 42
The value of ext ......

*3 choice to select. Abort, retry and ignore. When click retry windows will appear sent or not sent and when click not sent menu imbasan will disappear.",,Next Action Plan :,,
1004-51(L),,,2010-04-13 10:35:49,NIK,,,,,,"Received log from Zana ADUKOM. Reported that PC Imbasan gagal to kemaskini after imbas image. user give the shot error ""DEBUG ERROR"". User already refer to HTP but the cannot do. They ask to refer to us , request to format PC.",,Next Action Plan :,,
1004-50(L),,,2010-04-13 11:22:35,NIK,,,,,,Call user. Spoke with Pn Mariati. After restart problem resolved. user already can print passport. Allow to close log.,,Next Action Plan :,,
1004-50(L),,,2010-04-13 11:06:26,NIK,,,,,,Call pn mariati. Check mapping ok. Check both data still dont have passport number at joblist. Ask user to restart PC Spooler and PC imbasan. Will call back later.,,Next Action Plan :,,
1004-50(L),,,2010-04-13 11:00:52,NIK,,,,,,Informed problem to Maria. Maria ask to check mapping.,,Next Action Plan :,,
1004-50(L),,,2010-04-13 10:55:27,NIK,,,,,,Received call from Yusuf. He informed that he already guide user. But still cannot solved.,,Next Action Plan :,,
1004-50(L),,,2010-04-13 10:50:45,NIK,,,,,,"Received call from pn mariati. She informed that after imbas, name auto untick. User try to tick but still untick automatically. Delete job and imbas again but still same problem happened. Yusuf alreday guide user but also cannot.",,Next Action Plan :,,
1004-50(L),,,2010-04-13 10:33:07,NIK,,,,,,call user. Pn Mariati on line with Yusuf.,,Next Action Plan :,,
1004-50(L),,,2010-04-13 10:32:18,NIK,,,,,,Received log from Irwan. User report printer failed to print. Passport not pull from feeder. ,,Next Action Plan :,,
1004-49(L),,,2010-04-13 11:12:08,NIK,,,,,,Call user. Spoke with Asma. Confirm no problem anymore. Allow us to close log.,,Next Action Plan :,,
1004-49(L),,,2010-04-13 09:29:09,NIK,,,,,,Call user. Spoke with Mdm Chan. She informed that today they still not using this printer yet. They will test first and I will update status back in the afternoon.,,Next Action Plan :,,
1004-49(L),,,2010-04-13 09:27:15,NIK,,,,,,Received sms from Azlan. Yesterday problem already settle. He just check retainer guide. Will update status with user before log can be close.,,Next Action Plan :,,
1004-44(L),,,2010-12-04 17:04:59,NIK,,,,,,call kak Yati. She informed that problem alreday solved. She allow to close log.,,Next Action Plan :,,
1004-44(L),,,2010-12-04 17:03:18,NIK,,,,,,Call Fakhrul. Alreday on the way back. PM finish and already test production. ,,Next Action Plan :,,
1004-40(L),,,2010-12-04 17:00:46,NIK,,,,,,Call Azhar on site. Already finish production. Log able to close as approve by Amin.,,Next Action Plan :,,
1004-49(L),,,2010-12-04 16:43:35,NIK,,,,,,"Call Azlan. Still in progress. If cannot settle today, he will conti nue tomorrow morning.",,Next Action Plan :,,
1004-49(L),,,2010-12-04 14:58:59,NIK,,,,,,call user spoke with Asma. Informed her that Azlan will be on site after lunch from process room B. ,,Next Action Plan :,,
1004-49(L),,,2010-12-04 14:57:59,NIK,,,,,,Call Azlan. At process room B. Entertain user after CM at that room. Informed him the problem. He will check after lunch. Ok noted.,,Next Action Plan :,,
1004-49(L),,,2010-12-04 14:55:32,NIK,,,,,,Call user. PSoke with Mdm Chan. She informed that book stuck inside feeder and sometime pull 2 passport together. It cause passport tear. Today already 8 passport damage because of this problem. ,,Next Action Plan :,,
1004-49(L),,,2010-12-04 14:53:48,NIK,,,,,,Received report from Shima ADUKOM. Report that peel off.,,Next Action Plan :,,
1004-48(L),,,2010-12-04 13:50:38,NIK,,,,,,Call ADUKOM. Spoke with Shima. Informed the problem. Log close at our site.,,Next Action Plan :,,
1004-48(L),,,2010-12-04 13:48:37,NIK,,,,,,"Call user. Spoke with Pn Fatimah. She informed that error occur ""GAGAL MENCAPAI IMEJ"". System problem. I will call ADUKOM to esc the problem to HTP.",,Next Action Plan :,,
1004-48(L),,,2010-12-04 13:34:57,NIK,,,,,,Received report from Zana. Se informed that user report PC QA problem.,,Next Action Plan :,,
1004-40(L),,,2010-12-04 15:15:40,NIK,,,,,,Received call from Azhar. he found that sensor broken. He replace feeder with another feeder. Setting the feeder. Azhar will bring back the feeder to office to repair. Problem resolved for this moment with another feeder. Azhar will test production later since user only use one printer every day. Now they still use another printer.,,Next Action Plan :,,
1004-42(L),,,2010-12-04 14:57:41,NIK,,,,,,Call Azlan. Already pass cleaning kits and solve the problem. Now entertained.,,Next Action Plan :,,
1004-44(L),,,2010-12-04 15:21:45,NIK,,,,,,"Call Fakhrul on site now. Found that sensor fall down because before that passport stuck inside feeder and when they remove the passport, cause the sensor fall down. Fakhrul alreday adjust the sensor. Problem resolved. But still not tets production because PM in progress.",,Next Action Plan :,,
1004-45(L),,,2010-12-04 14:39:59,NIK,,,,,,Received call from Sufian. Already guide user. Need to monitor problem. Will update status tomorrow.,,Next Action Plan :,,
1004-45(L),,,2010-12-04 14:30:54,NIK,,,,,,Received call from Sufian. He already refer to Faizal since user also reported this problem to him. faizal informed to him that he alreday put training file at drive R:. Sufian will guide user to take the training file.,,Next Action Plan :,,
1004-47(L),,,2010-12-04 13:51:56,NIK,,,,,,"call Kak Ayu. she already print semula urgent passport, ok now. Advise her to rpint another one. Explained to her maybe problem happened because of the network. User noted. Allow to close log.",,Next Action Plan :,,
1004-47(L),,,2010-12-04 13:45:24,NIK,,,,,,"Refer to Faizal. He informed that if 2 already happened and change server status not help, that is because of the network. Advise user to print semula. ",,Next Action Plan :,,
1004-47(L),,,2010-12-04 13:36:41,NIK,,,,,,call kak Ita again. Still failed to QA. With the same error. now 2 passport happened the same problem. A22255401 and A22255436. One of the passport need urgently. So advise user to print again new passport. User will try.,,Next Action Plan :,,
1004-47(L),,,2010-12-04 13:11:24,NIK,,,,,,"Call Kak Ayu. Guide her change server status using JobID. But cannot test QA since error appear at PC QA ""CAMERA DRIVER ERROR CODE..."". Will call back later.",,Next Action Plan :,,
1004-47(L),,,2010-12-04 13:04:24,NIK,,,,,,Call Faizal. He advise to change server status using JobID.,,Next Action Plan :,,
1004-47(L),,,2010-12-04 12:53:38,NIK,,,,,,Call user. Spoke with kak ayu. She informed that yesterday problem with system where error IMAGE PHOTO TIDAK DIJUMPAI occur. HTP come this morning to check. This passport problem since yesterday. Today they try to QA again still REKOD PERMOHONAN TIDAK WUJUD. Guide user to change server status. But still error occur. Will check with Faizal.,,Next Action Plan :,,
1004-40(L),,,2010-12-04 14:46:01,NIK,,,,,,Azhar SMS. Already arrived ar site.,,Next Action Plan :,,
1004-43(L),,,2010-12-04 13:47:05,NIK,,,,,,Call Irwan. No problem anymore. Log allow to close.,,Next Action Plan :,,
1004-45(L),,,2010-12-04 12:02:10,SUZIE,,,,,,Recieved call from PIT Kamaziah again - next passport printed with wrong OCR; 0224700 printed 0224709,,Next Action Plan :,,
1004-45(L),,,2010-12-04 12:23:02,SUZIE,,,,,,"Received confirmation from Faizal via email too - latest training file updated, date modified 30/03/10 size 157KB",,Next Action Plan :,,
1004-45(L),,,2010-12-04 12:05:31,SUZIE,,,,,,Status inform to Faizal via email as he currently at Putrajaya.,,Next Action Plan :,,
1004-45(L),,,2010-12-04 11:57:02,SUZIE,,,,,,Received call from PIT Kamaziah informed 1 passport facing OCR problem. 0224706 printed as 0224708 (form number 4914109). Last week one passport facing OCR problem too 0224688 printed as 0224668 but they managed to call user and printed other passport.,,Next Action Plan :,,
1004-43(L),,,2010-12-04 13:22:21,NIK,,,,,,Received call from Anuar. Alreday arrived at site and found that problem with cable. Not insert properly at USB port. Test with stand alone ok. Now monitroing. Problem resolved.,,Next Action Plan :,,
1004-46(L),,,2010-12-04 12:09:07,NIK,,,,,,Call Kak Ita. Sh etry to QA passport again. Success. No error anymore. Log allow to close.,,Next Action Plan :,,
1004-46(L),,,2010-12-04 12:06:29,NIK,,,,,,"Received call from Faizal, he already check and now status of passport ok. He ask to call user to try QA the passport again.",,Next Action Plan :,,
1004-46(L),,,2010-12-04 12:03:04,NIK,,,,,,Call faizal to remote and check.,,Next Action Plan :,,
1004-46(L),,,2010-12-04 11:46:44,NIK,,,,,,"Call kak ita. Guide her to change server status but error occur, RALAT GAGAL INSERT TST STOCK HISTORY. Ask for passport no A22206186. Will ask Faizal now at Putrajaya to check.",,Next Action Plan :,,
1004-46(L),,,2010-12-04 11:44:21,NIK,,,,,,Call Faizal. He advise to change server status.,,Next Action Plan :,,
1004-46(L),,,2010-12-04 11:41:43,NIK,,,,,,"Received call from kak Ita. She informed that after imbas passport printed ok. But the time QA, error REKOD PERMOHONAN TIDAK WUJUD. She check at UN9000, Imbasan berjaya but encode and printing not success. No name at spoolingcaller anymore. Will refer to Faizal first and will call user back.",,Next Action Plan :,,
1004-42(L),,,2010-12-04 12:50:04,NIK,,,,,,Azlan just out from office.,,Next Action Plan :,,
1004-42(L),,,2010-12-04 10:00:06,NIK,,,,,,Prepare 10 cleaning kits and 2 sand paper to be sent to site by Azlan. Together check problem printer.,,Next Action Plan :,,
1004-44(L),,,2010-12-04 10:40:31,NIK,,,,,,"Call user. After change feeder, already can print one passport. She will try more and will call back if problem occur.",,Next Action Plan :,,
1004-44(L),,,2010-12-04 10:10:11,NIK,,,,,,Call user. Spoke with Kak Mariati. ask user to change feeder. user will do first because have one applicant waiting for the passport.,,Next Action Plan :,,
1004-44(L),,,2010-12-04 10:08:50,NIK,,,,,,Call Fakhrul. Still at Kulim site. Standby and waiting for En Razi. Can be on site around 12 pm.,,Next Action Plan :,,
1004-44(L),,,2010-12-04 10:04:51,NIK,,,,,,Call user spoke with kak mariati. She informed that error appear. Check sensor ok no problem. User alreday call Yusuf but Yusuf ask them to call Fakhrul since fakhrul will do PM at site today. User call fakhrul but not answer. I will call fakhrul back.,,Next Action Plan :,,
1004-43(L),,,2010-12-04 11:19:51,NIK,,,,,,Call Irwan. Ask to ON RTE8000. But he said RTE8000 already ON. All cable check and connected.,,Next Action Plan :,,
1004-43(L),,,2010-12-04 11:18:10,NIK,,,,,,Received call from Faizal. He try to remote from Putrajaya but failed. Ask user to ON RTE8000.,,Next Action Plan :,,
1004-43(L),,,2010-12-04 11:33:22,SUZIE,,,,,,Received call from Faizal - advice engineer to on site and replace unit.,,Next Action Plan :,,
1004-43(L),,,2010-12-04 11:09:27,NIK,,,,,,"Suzie received call from Faizal. Ask for IP address for the PC. Call Irwan, IP address : 172.24.31.138.",,Next Action Plan :,,
1004-43(L),,,2010-12-04 10:30:37,NIK,,,,,,Ask Anuar to be on site. Bring together stangby RTE. But he will be on site a bit late because need to prepare for ICAO installation.,,Next Action Plan :,,
1004-40(L),,,2010-12-04 09:50:17,SUZIE,,,,,,Azhar acknowledge the assignment.,,Next Action Plan :,,
1004-43(L),,,2010-12-04 09:51:44,NIK,,,,,,Received report from Zana ADUKOM.,,Next Action Plan :,,
1004-43(L),,,2010-12-04 10:15:01,NIK,,,,,,Call Faizal. Explaine the problem. He think maybe attack by virus. He ask to assign engineer to change RTE8000 on site.,,Next Action Plan :,,
1004-43(L),,,2010-12-04 09:59:59,NIK,,,,,,"Call Irwan. Check using stand alone. After notification windows of trial mode, no selection windows appear but error that appear.",,Next Action Plan :,,
1004-43(L),,,2010-12-04 09:57:26,NIK,,,,,,Received SMS from Irwan. Still not ok after restart.,,Next Action Plan :,,
1004-43(L),,,2010-12-04 09:47:24,NIK,,,,,,Received call from Irwan. He informed that error appear.Ask him to restart. make sure ON PC before ON MRZ.,,Next Action Plan :,,
1004-42(L),,,2010-12-04 09:18:59,NIK,,,,,,Received call from Pn Ltaifah. She informed that cleaning kits finish alreday. But she borrow from Process room A. I will arrange someone to sent to site today.,,Next Action Plan :,,
1004-41(L),,,2010-12-04 09:35:31,NIK,,,,,,Call ADUKOM. Spoke with Shima. Informed her this prolem. She will esc this problem to HTP. Log close at our site.,,Next Action Plan :,,
1004-41(L),,,2010-12-04 09:15:30,NIK,,,,,,Call user. Spoke with Aisyah. She informed that after imbas data not insert in spooler. Maybe system problem. I will informed this to ADUKOM to esc.,,Next Action Plan :,,
1004-36(L),,,2010-12-04 09:41:52,SUZIE,,,,,,"Call Faizal - inform problem not occur, Amin report of PF problem not regards to spooler as I confirm with him just now. Faizal noted, but he will check the E2000 log.",,Next Action Plan :,,
1004-37(L),,,2010-12-04 09:41:57,SUZIE,,,,,,"Call Faizal - inform problem not occur, Amin report of PF problem not regards to spooler as I confirm with him just now. Faizal noted, but he will check the E2000 log.",,Next Action Plan :,,
1004-41(L),,,2010-12-04 09:11:07,NIK,,,,,,Call user. Line busy.,,Next Action Plan :,,
1004-41(L),,,2010-12-04 09:09:19,NIK,,,,,,Received report from Shima ADUKOM. She informed that user report T3 failed to print passport.,,Next Action Plan :,,
1004-40(L),,,2010-12-04 09:37:52,SUZIE,,,,,,"Assign Azhar to look on site. He's half day as he just back form Canberra yesterday night, assigning of job to attend site in the afternoon.",,Next Action Plan :,,
1004-40(L),,,2010-12-04 09:36:35,SUZIE,,,,,,"Din at office, on the way back to JB as regional - but he can't drop by as JPIN facing problem; 1 printer down.",,Next Action Plan :,,
1004-40(L),,,2010-12-04 09:34:55,SUZIE,,,,,,Call general line - Amin inform he found S1 sensor at PF2 fall down.,,Next Action Plan :,,
1004-40(L),,,2010-12-04 09:30:35,SUZIE,,,,,,Call general line 2 times - nobody pick up call.,,Next Action Plan :,,
1004-40(L),,,2010-12-04 09:29:32,SUZIE,,,,,,Received call from Azhar - informed Amin did call him inform the status. Currently printer off.,,Next Action Plan :,,
1004-37(L),,,2010-12-04 09:30:20,SUZIE,,,,,,"Call general line 2 times, passed to process room - but nobody answer.",,Next Action Plan :,,
1004-37(L),,,2010-12-04 09:34:39,SUZIE,,,,,,"Call general line - status confirm with Amin; problem not repeated on Friday and this morning. As the cause of error may due to network intermittent, status close with Amin.",,Next Action Plan :,,
1004-36(L),,,2010-12-04 09:34:32,SUZIE,,,,,,"Call general line - status confirm with Amin; problem not repeated on Friday and this morning. As the cause of error may due to network intermittent, status close with Amin.",,Next Action Plan :,,
1004-36(L),,,2010-12-04 09:30:34,SUZIE,,,,,,"Call general line 2 times, passed to process room - but nobody answer.",,Next Action Plan :,,
1004-36(L),,,2010-12-04 08:46:22,NIK,,,,,,Call Amin. Informed to him that Fiazal will remote from Putrajaya today. He noted.,,Next Action Plan :,,
1004-37(L),,,2010-12-04 08:46:40,NIK,,,,,,Call Amin. Informed to him that Fiazal will remote from Putrajaya today. He noted.,,Next Action Plan :,,
1004-37(L),,,2010-12-04 08:43:29,NIK,,,,,,Call Faizal. He will try to remote site today from putrajaya.,,Next Action Plan :,,
1004-36(L),,,2010-12-04 08:43:57,NIK,,,,,,Call Faizal. He will try to remote site today from putrajaya.,,Next Action Plan :,,
1004-36(L),,,2010-12-04 08:42:48,NIK,,,,,,Received call from Amin. Problem repeated today. He ask faizal will be on site or not today. Will reconfirm with faizal first.,,Next Action Plan :,,
1004-37(L),,,2010-12-04 08:42:43,NIK,,,,,,Received call from Amin. Problem repeated today. He ask faizal will be on site or not today. Will reconfirm with faizal first.,,Next Action Plan :,,
1004-38(L),,,2010-09-04 16:44:27,SUZIE,,,,,,Call general line - status confirm with Sarah; dislocation effect resolved. She allow to close status of log.,,Next Action Plan :,,
1004-38(L),,,2010-09-04 16:42:47,SUZIE,,,,,,Call Cik Yasmin mobile - not pick up call. Call next mobile 019 573 8611; still not pick up call,,Next Action Plan :,,
1004-38(L),,,2010-09-04 16:41:09,SUZIE,,,,,,Call general line - engaged.,,Next Action Plan :,,
1004-27(O),,,2010-09-04 15:31:31,NIK,,,,,,Received call from En ramli. Confirmed no problem occur anymore to this printer. Log allow to close.,,Next Action Plan :,,
1004-27(O),,,2010-09-04 15:28:20,NIK,,,,,,Call Azlan. Already out from office. He already change OKI priner. Work without any problem. taken back old OKI printer. Will update status with user later.,,Next Action Plan :,,
1004-36(L),,,2010-09-04 15:27:17,SUZIE,,,,,,Call general line - status confirm with Amin. Problem reported not occur today. Status will confirm with Amin again on next monday (12/04) if required for the assignment. Noted,,Next Action Plan :,,
1004-37(L),,,2010-09-04 15:27:00,SUZIE,,,,,,Call general line - status confirm with Amin. Problem reported not occur today. Status will confirm with Amin again on next monday (12/04) if required for the assignment. Noted,,Next Action Plan :,,
1004-38(L),,,2010-09-04 15:03:13,SUZIE,,,2010-09-04 14:00:00,,,"Call Fakhrul - arrived at site around 14:00hrs. Found S4 voltage higher, he adjust it and printing process continue. Status will be confirm later.",,Next Action Plan :,,
1004-37(L),,,2010-09-04 10:44:38,NIK,,,,,,Update status with Suzanna. Will see if problem repeated since the problem just happened intermittent.,,Next Action Plan :,,
1004-36(L),,,2010-09-04 10:43:59,NIK,,,,,,Update status with Suzanna. Will see if problem repeated since the problem just happened intermittent.,,Next Action Plan :,,
1004-27(O),,,2010-09-04 12:55:32,NIK,,,,,,Call En Ramli. Already received OKI printer. Will call abck later after friday prayer.,,Next Action Plan :,,
1004-38(L),,,2010-09-04 10:56:17,SUZIE,,,,,,Call general line - PIT Azizah pass to Sarah. Production continue under maintennace mode.,,Next Action Plan :,,
1004-33(L),,,2010-09-04 10:19:21,NIK,,,2010-08-04 12:05:00,2010-08-04 15:00:00,,"Received CM report from Zul. Book stuck between CCD and E2000 for all toppans. Start happen today after change book bundle.
Action taken:
1. Lift up white roller at all toppans.
2. Monitor production.
Production continue. Printing success.",,Too many book encoded but not printed. Suggest to only delete job from spooler list after book enter inside E2000.,Too many book encoded but not printed. Suggest to only delete job from spooler list after book enter inside E2000.,
1004-34(L),,,2010-09-04 10:15:18,NIK,,,2010-08-04 12:05:00,2010-08-04 15:00:00,,"Received CM report from Zul. Book stuck between CCD and E2000 for all toppans. Start happen today after change book bundle.
Action taken:
1. Lift up white roller at all toppans.
2. Monitor production.
Production continue. Printing success.",,Too many book encoded but not printed. Suggest to only delete job from spooler list after book enter inside E2000.,Too many book encoded but not printed. Suggest to only delete job from spooler list after book enter inside E2000.,
1004-24(L),,,2010-09-04 10:11:32,NIK,,,2010-07-04 14:20:00,2010-08-04 11:30:00,,"Received CM report from Zul. Error msg ""press [RESTART] for init remove the sheet"". Book enter CCD but feeder still detect the book is inside it.
Action taken:
1. Service both feeder because too many dust inside.
2. PF 06110297 had broken spring and lost. Change the spring with part from office.
3. Monitor production.
printing success. Production continue.",,Next Action Plan :,,
1004-25(L),,,2010-09-04 10:06:38,NIK,,,2010-07-04 14:20:00,2010-07-04 18:00:00,,"Received CM report from Zul. Error msg ""press [RESTART] for init remove the sheet"". Book enter CCD but feeder still detect the book is inside it.
Action taken:
1. Service both feeder because too many dust inside.
2. cleaning CCD.
3. Cleaning E2000.
4. Monitor production.
Printing success. Production continue.",,Next Action Plan :,,
1004-13(L),,,2010-09-04 10:02:45,NIK,,,2010-03-04 10:30:00,2010-03-04 13:30:00,,"Received CM report from Zul. Film cassette holder fall down. Printer failed to initialize. 
Action taken:
1. Change whole unit of the film cassette holder.
2. Cleaning.
3. Monitor production.
Production continue. Printing success.",,Next Action Plan :,,
1004-38(L),,,2010-09-04 10:32:20,SUZIE,,,,,,"Call general line - status inform to Pn Azizah, she pass to Sarah - advice to run in maintenance mode. Will call user back.",,Next Action Plan :,,
1004-38(L),,,2010-09-04 10:30:28,SUZIE,,,,,,Call Fakhrul mobile as no update yet from him - at Hafiz house.,,Next Action Plan :,,
1004-23(O),,,2010-08-04 09:26:43,NIK,,,,,,Ask update from Faizal. He informed that the problem is from our part. The system read the correct prefix but our printer print wrong. He in investigation. he already sent email to Wael rehgarding this problem.,,Next Action Plan :,,
1004-23(O),,,2010-09-04 09:40:20,NIK,,,,,,Call user spoke with Pn Zaida. She informed that no more same problem occur anymore. Explaine dto her that the problem still in investigation. User allow to close log.,,Next Action Plan :,,
1004-27(O),,,2010-09-04 09:24:42,NIK,,,,,,Check tracking. Estimated arrival on April 9 by 4 pm.,,Next Action Plan :,,
1004-39(L),,,2010-08-04 16:57:21,NIK,,,,,,Receive dreport from Saufi ADUKOM. He informed that user report printer failed to print passport when process stop at spooler without any error.,,Next Action Plan :,,
1004-39(L),,,2010-08-04 17:00:29,NIK,,,,,,"Call user. Spoke with En Zurain. He dont know who report thr problem to ADUKOM because the problem already resolved after Yusuf guide him to bend the book. So now they not facing problem anymore. If he facing problem again, he will just refer it to Yusuf. Log allow to close for this time.",,Next Action Plan :,,
1004-38(L),,,2010-08-04 17:55:56,SUZIE,,,,,,"Call Cik Yasmin mobile - pass to PIT, she accept - engineer will on site tomorrow morning.",,Next Action Plan :,,
1004-38(L),,,2010-08-04 17:54:16,SUZIE,,,,,,"As Fakhrul will go to KPIN for ICAO installation, assign him to drop by at site tomorrow morning.",,Next Action Plan :,,
1004-38(L),,,2010-08-04 17:51:21,SUZIE,,,,,,Received call from Cik Yasmin - TRS MARK stil fail even new film used.,,Next Action Plan :,,
1004-38(L),,,2010-08-04 17:33:39,SUZIE,,,,,,Call Cik yasmin mobile again - advice to change new film as TRS MARK ADJ fail.,,Next Action Plan :,,
1004-38(L),,,2010-08-04 17:08:03,SUZIE,,,,,,User call Naufal to confirm on TRS MARK ADJ steps.,,Next Action Plan :,,
1004-35(L),,,2010-08-04 15:36:05,NIK,,,,,,Call En Rafizal. He informed that problem resolved. Log allow to close.,,Next Action Plan :,,
1004-38(L),,,2010-08-04 16:38:52,SUZIE,,,,,,"Call Cik Yasmin monbile - they try to test print but currently error FILM EMPTY pop up, they proceed to perform TRS MARK ADJ first.",,Next Action Plan :,,
1004-38(L),,,2010-08-04 15:48:05,SUZIE,,,,,,Advice Azzeri to guide user perform SP1 platen cleaning in maintenance mode step by steps.,,Next Action Plan :,,
1004-38(L),,,2010-08-04 15:46:25,SUZIE,,,,,,Call general line and status confirm with Cik Yasmin - actual problem was dislocation. She pass other mobile number 019 573 8611.,,Next Action Plan :,,
1004-38(L),,,2010-08-04 15:45:54,SUZIE,,,,,,Received log from Najib ADUKOM - toppan print passport setengah,,Next Action Plan :,,
1004-37(L),,,2010-08-04 16:16:42,SUZIE,,,,,,Status inform with Faizal and Suzanna - either one will look on site tomorrow as Faizal need to standby for PLMS testing at Kajang tomorrow.,,Next Action Plan :,,
1004-37(L),,,2010-08-04 15:56:26,SUZIE,,,,,,"Call Amin mobile as i've a doubt on the situation - Amin inform 1st passport printing successfully, 2nd passport stop before encode process then suddenly the error pop up. After restart, Amin put the empty passport at the above, not at the bottom - spooler just process for the 2nd and continues passport only. He did cetak semula for the first job that fail to print.",,Next Action Plan :,,
1004-37(L),,,2010-08-04 15:16:08,SUZIE,,,,,,Problem inform to Faizal verbally.,,Next Action Plan :,,
1004-37(L),,,2010-08-04 15:14:52,SUZIE,,,,,,"Recieved call from Amin. Effect occur once today, yesterday also occured once. He did restart spooler workstation, and currently job continue as usual.",,Next Action Plan :,,
1004-36(L),,,2010-08-04 16:16:17,SUZIE,,,,,,Status inform with Faizal and Suzanna - either one will look on site tomorrow as Faizal need to standby for PLMS testing at Kajang tomorrow.,,Next Action Plan :,,
1004-36(L),,,2010-08-04 15:56:34,SUZIE,,,,,,"Call Amin mobile as i've a doubt on the situation - Amin inform 1st passport printing successfully, 2nd passport stop before encode process then suddenly the error pop up. After restart, Amin put the empty passport at the above, not at the bottom - spooler just process for the 2nd and continues passport only. He did cetak semula for the first job that fail to print.",,Next Action Plan :,,
